Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
"TKIT","0","http://tkit.me","undefined","Expertise & Community","","2016","0","South Korea","Mapo-dong","Saturday, 1 June 2019","Seed","50","Not Complete","0","0"
"PretePop","PretePop is a provider of solutions to create an online event. It's an all-in-one platform for retailers to organize and run retail events online. It enables multiple touchpoints for conversations between exhibitors and attendees to create an interactive event.","http://pretepop.com","undefined","Expertise & Community","","2020","0","Singapore","Singapore","Thursday, 16 July 2020","Seed","0","Not Complete","0","0"
"Youandx","Online artist marketplace provider. The company caters to future researches, entrepreneurship, familiarity, climate, sustainability, communication, culture, society, management, and etc. It also provides a tool to list speakers along with transparent pricing and knowledge expertise.","https://www.youandx.com/","undefined","Expertise & Community","","2017","0","Denmark","Copenhagen","Tuesday, 15 December 2020","Seed","1.502.051","Not Complete","0","0"
"OfBusiness","Online marketplace for procuring building materials and financing to SMEs. Its products include working capital financing, capital expenditure financing, and raw material purchase financing for steel, TMT, cement, polymers, and more. Business users apply for the loan and submit the KYC and financial documents online. The company reviews the documents and offers an unsecured credit limit. The application is available on Android and iOS devices.","https://equitas.in/","undefined","Financing","(5) Easing cash flow financing for businesses","2015","0","India","Gurgaon","Monday, 20 December 2021","Series G","892.209.400","Not Complete","1","0"
"Lookport","Lookport offers a platform where users can stream entertainment videos like concerts, live performances, and more. Users can stream videos on various platforms like Android, iOS, Oculus, and more.","https://lookport.live","undefined","Expertise & Community","","2018","0","Russia","Moscow","Monday, 15 June 2020","Seed","0","Not Complete","0","0"
"Lendingkart","Lendingkart is an online lending platform providing business loans. It offers loans such as working capital loans, SME loans, business loans for women, and more. It provides an app-based platform that is available on Android devices.","https://www.lendingkart.com","undefined","Financing","(5) Easing cash flow financing for businesses","2014","6","India","Ahmedabad","Friday, 29 April 2022","Series D","230.523.120","Not Complete","1","0"
"CredAvenue","Cloud-based lending solution for banks and credit institutions. Its products include a transaction engine, a credit module for debt analysis, a portfolio management dashboard with insights into investees and transactions, resources relevant to industry sectors, and regulations relevant to the platform. The credit underwriting engine uses data analytics to facilitate credit decision-making. It also offers CredSCF for supply chain financing, CredLoans for debt marketplace, and more.","http://www.endatamweel.tn/","undefined","Financing","(5) Easing cash flow financing for businesses","2017","0","India","Chennai","Sunday, 6 March 2022","Series B","227.000.000","Not Complete","1","0"
"CASHe","Online marketplace for personal loans. It enables salaried and self-employed individuals to obtain personal loans with customized terms, amounts, and repayment options. It uses the artificial intelligence-based social loan quotient method to calculate credit scores of under-banked individuals. The application is available on Android and iOS platforms.","https://saija.in","undefined","Financing","(5) Easing cash flow financing for businesses","2016","750","India","Mumbai","Tuesday, 4 January 2022","Series B","41.940.820","Not Complete","1","0"
"Sunbit","Online platform for point of sale financing. It enables retailers to split a shopper's purchase into smaller payments. Customers get the option to choose from multiple repayment plans. It provides a tablet and a scanner for retailers/sales associates and provides training to store associates on its usage. Customers can keep track of the payments through the application.","https://www.lolcmicrocredit.com/","undefined","Financing","(5) Easing cash flow financing for businesses","2016","0","United States","Los Angeles","Thursday, 20 May 2021","Series C","174.829.096","Not Complete","1","0"
"Progcap","Progcap offers an online lending marketplace for working capital loans. It provides customized financing solutions for micro and small businesses where users can apply for collateral-free loans using the mobile app or web platform for instant loan approval. The platform's credit model evaluates borrowers' creditworthiness based on business activities data and supply chain ecosystem parameters and offers collateral-free financing solutions. Repayment is flexible and aligned with customer's cash flows.","https://podemos.mx","undefined","Financing","(5) Easing cash flow financing for businesses","2016","0","India","Delhi","Saturday, 25 September 2021","Series C","61.143.074","Not Complete","1","0"
"AutoFi","Cloud-driven loan lifecycle management solution for automobile financing. It offers a solution that enables automobile dealers, enterprises, and lenders to provide automobile purchase, trade-in, and financing options to the end customers. It also provides digital retail tools, remote sales tools, customer insights, F&I product presentations, financing integration and more.","https://www.panafricansl-cameroun.com/","undefined","Financing","(5) Easing cash flow financing for businesses","2015","0","United States","San Francisco","Monday, 7 March 2022","Series B","127.063.462","Not Complete","1","0"
"AudioMob","0","https://audiomob.com","undefined","Expertise & Community","Other","2020","0","United Kingdom","London","Tuesday, 9 November 2021","Series A","16.000.000","Not Complete","0","0"
"LoanTap","Online marketplace for consumer and business loans. It offers EMI-free loans where candidates pay interest on a monthly basis and principal is paid as bullet payment, business loans, personal loans that are EMI based, personal overdraft which sets up an overdraft in the corporate account, wedding loans, bike loans, house owner loans, and special loans as credit card takeover, advance salary, and rental deposit.","https://loantap.in/","undefined","Financing","(5) Easing cash flow financing for businesses","2016","0","India","Pune","Thursday, 24 March 2022","Series B","33.483.845","Not Complete","1","0"
"Breef","0","https://www.breef.com/","undefined","Expertise & Community","Other","2019","0","United States","New York City","Sunday, 5 September 2021","Series A","4.500.000","Not Complete","0","1"
"Pepper Content","0","https://www.peppercontent.io","undefined","Expertise & Community","","2017","0","India","Mumbai","Thursday, 3 September 2020","Series A","4.623.783","Not Complete","0","0"
"WHP Global","0","https://www.whp-global.com","undefined","Expertise & Community","","2019","0","United States","New York City","Friday, 6 March 2020","Series D","350.000.000","Not Complete","0","0"
"Aleph","0","https://www.alephholding.com/","undefined","Expertise & Community","Other","2020","0","United States","Miami","Wednesday, 23 February 2022","Series A","470.000.000","Not Complete","0","0"
"VShojo","0","https://www.vshojo.com/","undefined","Expertise & Community","","2020","0","United States","San Francisco","Wednesday, 16 March 2022","Seed","0","Not Complete","0","0"
"Adriel","0","https://adriel.com","undefined","Expertise & Community","Other","2017","0","United States","Newark","Tuesday, 8 March 2022","Series B","17.000.000","Not Complete","0","1"
"Venuetize","0","https://www.venuetize.com","undefined","Expertise & Community","","2014","0","United States","Tampa","Friday, 14 January 2022","Series A","6.750.000","Not Complete","0","0"
"Ariadne Maps","0","https://ariadnemaps.com","undefined","Expertise & Community","","2019","0","Germany","Munich","Wednesday, 20 October 2021","Seed","2.288.440","Not Complete","0","0"
"Thyngs","Thyngs offers consumer engagement and marketing solutions. It allows users to directly brand, manage products and services and mobile-based marketing solutions. It offers solutions for consumer engagement, payments management, customer loyalty and donation management solutions.","https://thyngs.net","undefined","Expertise & Community","","2016","0","United Kingdom","Norwich","Monday, 15 November 2021","Seed","1.268.129","Not Complete","0","0"
"Funding Societies","P2P marketplace for business loans. It offers multiple loan products including invoice financing, micro-financing, term financing, and more. It features an app-based platform for SMEs to apply for loans and investors to invest in business loans. Investors are offered ROI for the invested funds based on investment tenure and interest rates. The application is available on iOS and Android platforms.","https://fundingsocieties.com","undefined","Financing","(5) Easing cash flow financing for businesses","2015","0","Singapore","Singapore","Wednesday, 16 February 2022","Series C","216.500.000","Not Complete","1","1"
"Blip","0","https://www.blipbillboards.com/","undefined","Expertise & Community","","2016","0","United States","Orem","Tuesday, 24 November 2020","Series A","0","Not Complete","0","0"
"Wayflyer","Revenue-based financing platform for eCommerce brands. It enables businesses to obtain financing options based on future revenue. It also offers an underwriting engine that analyzes the marketing performance on a daily basis, providing stores with analytics and recommendations to improve performance. It also optimizes the campaign budgets for growth.","https://finofinance.in","undefined","Financing","(5) Easing cash flow financing for businesses","2014","0","United States","Brooklyn","Thursday, 12 May 2022","Series B","236.200.000","Not Complete","1","1"
"Agora","0","https://www.agorabrands.co/","undefined","","","2021","0","United States","0","Tuesday, 1 March 2022","Series C","83.500.000","Not Complete","0","0"
"DailyPay","Online platform for payday loans. It offers a solution that enables employers to provide earned wages access to the employees. Employees must add the required information, amount, and request for the loan. Once approved by the employer, the funds are transferred to the registered bank account.","https://yehu.org","undefined","Financing","(5) Easing cash flow financing for businesses","2015","0","United States","New York City","Thursday, 17 March 2022","Series D","189.000.000","Not Complete","1","0"
"Inflection.io","0","https://www.inflection.io/","undefined","Expertise & Community","Other","2021","0","United States","Seattle","Tuesday, 17 May 2022","Seed","6.300.000","Not Complete","0","0"
"Ioconic","0","https://ioconic.io","undefined","Expertise & Community","Other","2021","0","United Kingdom","London","Tuesday, 10 August 2021","Seed","1.500.000","Not Complete","0","0"
"KreditBee","Online marketplace for personal loans. The user can register using Facebook or Google, enter eligibility proof details, upload KYC documents, and attach bank details to avail personal loan. Upon applying for loans, the platform connects borrowers with multiple lending partners to choose from a range of financing products based on the interest rates and loan terms offered. It also features an app-based platform that is available for both Android and IOS devices.","http://varam.in","undefined","Financing","(5) Easing cash flow financing for businesses","2018","0","India","Bangalore","Thursday, 3 June 2021","Series C","204.213.640","Not Complete","1","0"
"kaiosID","0","https://www.kaiosid.com/","undefined","","","2017","0","Switzerland","0","Friday, 4 June 2021","Seed","270","Not Complete","0","0"
"Vivriti Capital","Debt financing platform for corporates, SMEs, and individuals. It offers a range of financial products including loans, receivables finance, working capital, structured debt, and capital market instruments to users. It also provides webinars, blogs, and insights to assist in making lending decisions.","https://www.vivriticapital.com/","undefined","Financing","(5) Easing cash flow financing for businesses","2017","0","India","Chennai","Thursday, 12 May 2022","Series C","195.000.000","Not Complete","1","0"
"Zeals","0","https://zeals.co.jp","undefined","Expertise & Community","","2014","0","Japan","Tokyo","Wednesday, 11 May 2022","Series E","27.200.000","Not Complete","0","0"
"OTHRSource","0","https://www.othrsource.com/","undefined","Expertise & Community","","2017","0","United States","Marietta","Wednesday, 7 April 2021","Series A","2.400.000","Not Complete","0","0"
"digip","0","https://www.digip.com/","undefined","Expertise & Community","","2019","0","Sweden","Stockholm","Monday, 28 June 2021","Seed","2.386.990","Not Complete","0","0"
"IMMedia Content","0","https://www.immediacontent.com/","undefined","Expertise & Community","","2018","0","Singapore","Singapore","Wednesday, 27 January 2021","Series A","0","Not Complete","0","0"
"Ink","0","https://www.ink.id/","undefined","Expertise & Community","","2021","0","United States","Los Angeles","Thursday, 21 April 2022","Seed","1.500.000","Not Complete","0","0"
"Xiaoxiang Zhihe","0","https://ele007.com","undefined","Expertise & Community","","2015","0","China","Haidian","Tuesday, 14 December 2021","Series A","9.423.300","Not Complete","0","0"
"SharpEnd","0","https://www.wearesharpend.com","undefined","Expertise & Community","","2014","0","United Kingdom","London","Monday, 24 February 2020","Seed","0","Not Complete","0","0"
"LitPic","0","https://litpic.live","undefined","Expertise & Community","","2019","0","United States","Seattle","Wednesday, 18 August 2021","Seed","1.500.000","Not Complete","0","0"
"Small Design","0","https://smalld.cn","undefined","Expertise & Community","","2020","0","China","Hangzhou","Tuesday, 12 October 2021","Series A","10.853.200","Not Complete","0","0"
"Shanghai Yiduo Network Technology","0","https://www.sxwbb.com/","undefined","Expertise & Community","","2019","0","China","Putuo","Wednesday, 9 September 2020","Seed","0","Not Complete","0","0"
"Shanghai Jingli Information Technology","0","https://www.gemii.cc","undefined","Expertise & Community","","2016","0","China","Jing'an","Thursday, 25 March 2021","Series B","0","Not Complete","0","0"
"Visual Feeder","0","https://www.visualfeeder.com/","undefined","Expertise & Community","","2017","0","United States","Chicago","Thursday, 12 May 2022","Seed","1.700.000","Not Complete","0","0"
"Jage Media","0","https://jagemedia.com","undefined","Expertise & Community","","2020","0","United States","Bainbridge Island","Thursday, 25 February 2021","Seed","747.5","Not Complete","0","0"
"WebEye","0","https://webeye.com/","undefined","Expertise & Community","","2015","0","China","Nanjing","Tuesday, 15 September 2020","Series B","0","Not Complete","0","0"
"Milly Rock Group","0","https://www.millyrockgroup.com/","undefined","Expertise & Community","","2021","0","United States","Los Angeles","Thursday, 16 December 2021","Series A","0","Not Complete","0","0"
"The Mothership","0","https://www.themothership.ai/","undefined","Expertise & Community","","2020","0","United Kingdom","London","Thursday, 24 March 2022","Series B","22.095.102","Not Complete","0","0"
"Beach House Group","0","https://www.beachhousegrp.com/","undefined","Expertise & Community","","2016","0","United States","El Segundo","Wednesday, 12 August 2020","Series A","10.000.498","Not Complete","0","0"
"Gomi","0","https://www.gomicorp.com/","undefined","Expertise & Community","","2019","0","South Korea","Seoul","Wednesday, 19 February 2020","Seed","0","Not Complete","0","0"
"Business Butler Swansea","0","https://businessbutlerswansea.com/","undefined","Expertise & Community","Other","2018","0","United Kingdom","Swansea","Monday, 15 June 2020","Seed","0","Not Complete","0","0"
"Lyxel","0","http://lyxellabs.com","undefined","Expertise & Community","","2013","0","India","Gurgaon","Tuesday, 31 March 2020","Seed","157","Not Complete","0","0"
"ES FOR IN","0","https://www.esforin.com/","undefined","Expertise & Community","","2014","0","Germany","Essen","Tuesday, 20 April 2021","Seed","0","Not Complete","0","0"
"Radecal Signs & Graphics","0","https://radecalsigns.com","undefined","Expertise & Community","","2018","0","United States","0","Friday, 4 September 2020","Seed","0","Not Complete","0","0"
"Contentplace","0","https://contentplace.co","undefined","Expertise & Community","","2019","0","United States","New York City","Thursday, 16 January 2020","Seed","150","Not Complete","0","0"
"Xiuguang","0","http://qiyu3.com","undefined","Expertise & Community","","2017","0","China","Shanghai","Monday, 10 May 2021","Seed","0","Not Complete","0","0"
"Novelty Media","0","https://www.novelty-media.com/","undefined","Expertise & Community","","2019","0","United States","Wilmington","Thursday, 2 April 2020","Seed","365.611","Not Complete","0","0"
"Scalero","0","https://scalero.io","undefined","Expertise & Community","","2019","0","United States","San Francisco","Tuesday, 21 July 2020","Seed","75","Not Complete","0","0"
"Mumu Network Technology","0","http://www.mumutech.cn","undefined","Expertise & Community","","2018","0","China","Shanghai","Monday, 24 February 2020","Seed","0","Not Complete","0","0"
"Fliqs Media","Fliqs Media provides software solutions for online reputation and fans management for brands and influencers. It offers a platform that allows users to manage their community, video streaming, blogging, podcasts and more. It lets to track and analyze social & online channels with AI to identify signals, trends, buzzing news, memes, hashtags, etc.","https://fliqsmedia.com","undefined","Expertise & Community","","2019","0","United States","San Francisco","Friday, 8 May 2020","Seed","2.000.000","Not Complete","0","0"
"Benchkart","0","https://benchkart.com","undefined","Expertise & Community","","2019","0","India","Gurgaon","Saturday, 30 October 2021","Seed","0","Not Complete","0","0"
"Brave Media","0","https://www.bravemedia.co/","undefined","Expertise & Community","","2018","0","United States","Los Angeles","Thursday, 12 March 2020","Seed","125","Not Complete","0","0"
"Nofsza","0","https://www.nofsza.pl/","undefined","Expertise & Community","","2020","0","Poland","Warsaw","Thursday, 24 February 2022","Seed","0","Not Complete","0","0"
"Suzy","Platform for customer targeting and feedback management solutions. It allows brands and businesses to connect with the audience in real-time and manage feedback, perform market research, and capture insights and trends to build a strategy. It enables businesses to manage custom targeting, retains customers, collects feedback and capture insights, and manage branding and marketing solutions.","https://suzy.com","undefined","Expertise & Community","","2017","0","United States","New York City","Wednesday, 28 July 2021","Series D","104.100.000","Not Complete","0","0"
"unitQ","UnitQ offers a platform to collect user feedback for product development. It offers a machine learning platform that allows users to collect customer feedback through social media, app store, customer support email. It also offers third party integration through API. It also allows users to analyze collected data and generate insights about product attributes.","https://www.unitq.com/","undefined","Expertise & Community","","2018","0","United States","San Mateo","Wednesday, 8 September 2021","Series B","41.030.008","Not Complete","0","0"
"Linear","Linear provides bug tracking tool. The tool offered by the company provides a solution to streamline software projects, sprints, tasks, and bug tracking. The feature includes instant search, real-time synchronization, and offline support to access and make changes with or without internet access. Clientele includes Pitch, Spoke, Compound, and Render.","https://linear.app","undefined","Expertise & Community","Other","2018","0","United States","San Francisco","Tuesday, 8 December 2020","Series A","17.200.000","Not Complete","0","0"
"Branch","Branch provides an app-based platform for earned wages loans. Employees can use the app to create a budget. They can receive on-demand access to a portion of their wages earned, outside of the traditional payroll cycle. They can also build their profile, add their skillset and communicate with coworkers. App is available for iOS and Android platforms.","https://www.lolc.com.kh/","undefined","Financing","(5) Easing cash flow financing for businesses","2015","0","United States","Minneapolis","Wednesday, 9 March 2022","Series C","133.275.560","Not Complete","1","0"
"PostHog","Provider of product analytics tools. The features of the product include user behavior analysis, analyzation of trends, funnels, retention, and cohorts, compatibility, secure data access, etc. It also provides data retention, support, SSO/SAML, export to data lakes, pricing model, analytics stack, infrastructure, etc. The clients of the company include HASURA, TINKOFF, Staples, etc.","https://posthog.com","undefined","Expertise & Community","Other","2020","0","Canada","Toronto","Thursday, 10 June 2021","Series B","27.000.000","Not Complete","0","0"
"Allstacks","Allstacks is a SaaS based data analytics tool to analyze business and team performance. It allows managers to view the team performance and insights from the data. It enables users to track a team behavior from various tools and analyze data and provide detailed analysis to identify loopholes and take action. It enables users to visualize data to view trends and build dashboards and reports to manage updates and status. It helps managers to view quantitative insights to manage project success rate. It can be integrated with other applications which include Trello, Github, Jira, G Suite, Asana, and Slack.","https://www.allstacks.com:443/","undefined","Expertise & Community","Other","2017","0","United States","Raleigh","Wednesday, 4 December 2019","Seed","4.850.000","Not Complete","0","0"
"Swit","Cloud-based platform offering project management software. It allows users to collect team ideas, and track team, and their performance. It enables teams to manage software integrations, manage projects, chat, kanban boards, Gantt, and reports. It also supports team collaboration. Users can manage calendars to handle updates, reminders, and notifications about the projects. It is a tool available on the subscription-based pricing model.","https://swit.io","undefined","Expertise & Community","Other","2017","0","United States","San Francisco","Friday, 27 August 2021","Series A","11.000.000","Not Complete","0","0"
"Uplevel","Cloud-based employee analytics and skill development software. The product is a machine-learning-based employee upskilling platform that collects employee data such as calendars, messaging, project management, engagement surveys, etc. It also offers data generating insights and provides training to employees and managers.","https://uplevelteam.com","undefined","Expertise & Community","Other","2018","0","United States","Seattle","Wednesday, 15 January 2020","Seed","7.500.000","Not Complete","0","0"
"Hivewire","Platform offering workflow and team management software. It allows users to connect with teams and individuals, organize data, handle collaborative databases, and access data in Excel and CSV format. Other solutions include custom workflow management solutions, design processes, and management reporting solutions.","https://www.hivewire.co/","undefined","Expertise & Community","Other","2019","0","United States","Lehi","Wednesday, 10 November 2021","Seed","7.250.000","Not Complete","0","0"
"Workast","Cloud-based platform for project management. It allows users to manage projects, customize projects and assign tasks to the teams and track teams' work and collaborate with the teams. It can be integrated with Slack, Salesforce, Dropbox, Gmail, Google Drive and Github. Clients include Electronic Arts, Oracle, Live Nation and Expedia. It offers a subscription-based pricing model.","https://www.workast.com/","undefined","Expertise & Community","","2017","0","United States","Santa Monica","Thursday, 15 February 2018","Seed","1.850.000","Not Complete","0","0"
"Navattic","Cloud based customer experience platform. The company offers demonstration tools for the sales and pre sales teams. It enables users to streamline the demonstration process. This platform is capable of involving account executives, sales engineers, and customer success teams. The two products provided for this purpose include Salesforce Presales Engine and Lightning Reskin.","https://www.navattic.com/","undefined","Expertise & Community","","2019","0","United States","San Francisco","Thursday, 17 March 2022","Seed","5.575.000","Not Complete","0","0"
"Baton","Cloud based platform offering project management software. The features of the product include transparent and secure communication, resource management, project tracking, live dashboards, status report updates, automation of software implementation, etc. The clients of the company include Adobe, LVMH, CONVOY, etc.","https://www.hellobaton.com/","undefined","Expertise & Community","Other","2018","0","United States","New York City","Tuesday, 19 April 2022","Series A","17.000.001","Not Complete","0","0"
"Supersourcing","Provider of IT outsourcing platform to hire remote developers. The company provides a platform for companies to manage project requirements. It also finds suitable companies to outsource and build projects and software. The features include project developments and deployments, inventory and cloud server management, project delivery tracking, etc. It also provides solutions for industries such as food, e-commerce, education, healthcare, travel, finance, etc.","https://supersourcing.com","undefined","Expertise & Community","","2019","46","India","Indore","Monday, 8 February 2021","Seed","0","Not Complete","0","0"
"Workona","Workona provides team and project management software. It allows users to connect with the teams, increase productivity, manage projects and track the performance of the team. It enables users to manage projects in one workplace and helps product, marketing, sales and other teams. Other solutions include project management, workflow management, meetings and dashboard management. It offers a subscription-based pricing model.","https://workona.com","undefined","Expertise & Community","Other","2017","0","United States","San Mateo","Friday, 6 December 2019","Seed","6.000.000","Not Complete","0","0"
"Loop","Platform offering user research solutions for product teams. The platform offers software that helps to extract data from user interview videos and transcripts, export to the tools, and share insights with the team. The software leverages artificial intelligence technology. It has clients such as Growens, Prisma, Step, etc.","https://www.looppanel.com/","undefined","Expertise & Community","Other","2021","0","India","Bangalore","Monday, 31 January 2022","Seed","1.000.000","Not Complete","0","0"
"Nodes & Links","Nodes & Links is a project management platform that provides a solution to control and manage the project. It provides a solution to reduce complexity and improve communication. It also provides bid submission solutions such as exposure of hidden risk, checking of schedule, uncovering hidden critical paths, and highlighting areas of liability.","https://www.nodeslinks.com/","undefined","Expertise & Community","Other","2018","0","Cyprus","Nicosia","Wednesday, 30 June 2021","Series A","12.822.080","Not Complete","0","0"
"UserLeap","UserLeap provides Continuous research and analytics platform. It allows users to improve the customer experience, understand customer behavior and track them at their journey, collect and manage insights and improve the business revenue. Other solutions allow users to manage customer onboarding opportunities and improve customer experience.","http://userleap.com","undefined","Expertise & Community","Other","2018","0","United States","San Francisco","Thursday, 17 June 2021","Series B","58.000.000","Not Complete","0","0"
"Modulz","Modulz is a visual code editor tool. It can be used to create, design, and develop a design system without writing code. It automates the accessibility and workflow management of designs.","https://modulz.app","undefined","Expertise & Community","Other","2018","0","Ireland","Dublin","Friday, 27 September 2019","Seed","4.200.000","Not Complete","0","0"
"Zeda","Product management suite solutions provider. The company offers a collaborative platform to define and manage products. It offers modules for product development such as roadmap, PRD, user flow, wireframe, etc. It also enables integrations with stacks such as Jira, Gsuite, Zapier, Figma, Salesforce, etc.","https://zeda.io","undefined","Expertise & Community","Other","2020","0","India","Bangalore","Tuesday, 11 January 2022","Seed","1.650.000","Not Complete","0","0"
"Punch List","User feedback management platform. The platform enables users to manage digital payments, approvals, messaging, change orders, and allowances. Features include creating to-do lists, tracking project progress, task management, uploading photos, automated invoices, and more. The company offers all the features on a monthly subscription-based plan. Its mobile app is available for Android and iOS devices.","https://punchlist.com","undefined","Expertise & Community","","2019","0","United States","San Francisco","Monday, 13 December 2021","Seed","6.000.000","Not Complete","0","0"
"Multitudes","Project management solutions for teams. The features of the product include team insights and performance tracking, team management, project visualization, and feedbacks, team progress tracking, performance optimization, team collaboration, etc.","https://www.multitudes.co/","undefined","Expertise & Community","","2020","0","New Zealand","Auckland","Thursday, 10 December 2020","Seed","1.700.000","Not Complete","0","0"
"Narrative BI","AI based platform offering predictive analytics solutions. The features of the product include anomaly detection, data insights, dependencies elimination, collaboration and reporting, etc. It also uses natural language processing technology for deriving data insights.","https://www.narrative.bi/","undefined","Expertise & Community","","2020","0","United States","Mountain View","Friday, 12 November 2021","Seed","1.440.000","Not Complete","0","0"
"ProjectMap","ProjectMap is a map-based online project management solution. Developed by Proggio, it is a Gantt-free solution for project management planning, collaborating, analyzing, tracking and controlling, using unique principles, guidelines, methods, rules, and processes. Its features include patented automatic analysis, process improvements and a method for calculating KPIs and confidence level for each project. The system is available with templates for Construction, Clean-Tech, Application Development, Events & Embedded Systems.","https://projectmap.solutions","undefined","Expertise & Community","","2017","0","Israel","Kfar Saba","Thursday, 19 July 2018","Seed","2.000.000","Not Complete","0","0"
"June","Cloud-based product analytics tool. The features of the product include actionable insights and custom-built reports, integrations, one-click data connection, user retention, product, and event tracking, etc. It also provides integration over GitDuck, Quorum, assemble, etc.","https://www.june.so/","undefined","Expertise & Community","","2020","0","United States","Dover","Monday, 31 May 2021","Seed","2.485.081","Not Complete","0","0"
"Dragonboat","Dragonboat is a cloud based offering project portfolio management software. It offers features such as product management, product road mapping, portfolio product management, responsive PPM, technical program management, product management system, collaboration platform, leadership collaboration, OKR analytics, quarterly planning, and strategy management. It enables user access on a subscription based pricing module. Clients include TPM, Asia Commercial Bank, OMG Network, NIUM, and Poynt.","https://dragonboat.io","undefined","Expertise & Community","","2018","2","United States","Santa Clara","Monday, 6 December 2021","Series A","15.000.000","Not Complete","0","0"
"MatrixDS","MatrixDS has developed a cloud-based platform for secure data sharing. The platform provides a solution to securely share and collaborate with the whole community. It supports a wide range of common tools such as Julia, Jupyter, Nginx, and Shiny.","http://matrixds.com","undefined","Expertise & Community","","2017","0","United States","Palo Alto","Wednesday, 10 January 2018","Seed","120","Not Complete","0","0"
"LaunchNotes","LaunchNotes is a cloud-based task management software provider. It offers features such as project visibility management, user management, catalog management, notifications management, design management, feed changing management, project user management, stakeholders management, subscription publications, slack integration, public updates, access control groups, project views, API access, and notes management. The company enables user access on a subscription-based pricing module.","https://launchnotes.io","undefined","Expertise & Community","","2019","0","United States","Walnut","Wednesday, 26 August 2020","Seed","1.800.000","Not Complete","0","0"
"Tability","Tability offers project and task tracking software. It allows managers to assign projects, manage deadlines and track KPI's of the projects, updates and deadlines of the projects. It enables users to track goals, manage spreadsheets, documents and add comments to the projects. It allows users to share feedback, documents and progress with others. It offers a subscription-based pricing model.","https://www.tability.io/","undefined","Expertise & Community","","2018","0","Australia","Sydney","Tuesday, 5 May 2020","Seed","150","Not Complete","0","0"
"Elate","Elate Provides collaboration and project management software. It allows users to manage projects, track teams, connect with clients, employees and others. It enables users to track performance, collaborate, share project reports and details with others.","https://www.goelate.com/","undefined","Expertise & Community","","2019","0","United States","Indianapolis","Wednesday, 26 August 2020","Seed","1.339.999","Not Complete","0","0"
"Airfocus","Airfocus is a cloud-based work prioritization and road mapping software. It offers features such as product decision management, customizable framework, customizable scoring board, prioritization charts, collaborative scoring, kanban roadmap solutions, timeline roadmap, roadmap sharing, multiple user management, two-way integration, secure password storage, and integrated chat supports. The clientele includes Nike, KPMG, Coca-Cola, Endurance, Vattenfall, The Washington Post, etc. The product is offered on a subscription-based pricing plan.","https://airfocus.com","undefined","Expertise & Community","","2017","0","Germany","Hamburg","Monday, 7 June 2021","Series A","8.000.000","Not Complete","0","0"
"Adapty","Adapty is a cloud-based AB testing solutions provider. The features of the product include push notifications, subscription event tracking, customizations, multi-platform integration, etc. It also provides integration over AppMetrica, Amplitude, mixpanel, slack, etc. The clients include GENESIS, Mirror, zenia, etc.","https://adapty.io","undefined","Expertise & Community","","2019","0","Russia","Moscow","Tuesday, 22 December 2020","Seed","500","Not Complete","0","0"
"Brevy","Brevy provides a software for bug reporting and feedback collection. The product allows teams of all sizes to collaborate on the website without losing any detail. The features of the product include bug reports, automatic editing of website copies, etc. It also provides integration over slack, GitHub, Trello, etc.","https://brevy.com","undefined","Expertise & Community","","2020","0","United States","San Francisco","Monday, 1 June 2020","Seed","150","Not Complete","0","0"
"Cubyts","Platform offering project management software. The platform offers software that enables members to align project goals and streamline the design process to achieve the desired RoI. It allows members to strategize by planning visions, defining outcomes, tracking budget, and measuring overall maturity through Playbook. Users can also measure activity and events against target outcomes. It also helps distributed teams to manage the UX intersection with development and business.","https://cubyts.com","undefined","Expertise & Community","","2021","0","India","Bangalore","Wednesday, 27 April 2022","Seed","1.800.000","Not Complete","0","0"
"Shipright","Shipright is a customer feedback management solution for product development. It allows users to collect customer feedback for product development. Also allows users to prioritize products features based on customer feedback. Offers subscription-based pricing model.","https://www.shipright.co/","undefined","Expertise & Community","","2017","0","Netherlands","Rotterdam","Monday, 9 September 2019","Seed","0","Not Complete","0","0"
"Punchlist","Cloud based platform offering software to get client approval and feedback. The platform offers an annotation layer over the websites, images, and pdfs that enables users to invite teammates or clients to add feedback directly. Members are required to share the same project URL with the one from whom feedback is required. It also supports integrations with Onedrive, Jira, Trello, etc.","http://usepunchlist.com","undefined","Expertise & Community","","2020","0","United States","Atlanta","Monday, 6 December 2021","Seed","2.101.627","Not Complete","0","0"
"Prodsight","Prodsight offers a customer conversation analytics solution. It allows users to identify frequently mentioned questions, correlate different topics, understand sentiment attached to the conversation. It integrates with other third-party software such as Zendesk, Freshdesk, Intercom, and others through API. Offers subscription-based pricing model.","https://www.prodsight.ai/","undefined","Expertise & Community","","2018","0","United Kingdom","Edinburgh","Wednesday, 29 January 2020","Seed","781.173","Not Complete","0","0"
